Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
WF ECOGRAFIAS,7359306,07246934000157,WF ECOGRAFIAS LTDA ME,--,JURÍDICA,Q QNM 17 CONJUNTO H LOTE 28 LOJA,01,3372-7666,,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01515/2010,SES,23/08/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407359306&VEstado=53&VCodMunicipio=530040,5300407359306,53,530040,53ff9bc72a2a7d44711e629b
WALTER DE OLIVEIRA FERNANDES JUNIOR,3055078,,WALTER DE OLIVEIRA FERNANDES JUNIOR,--,FÍSICA,EQNO 13 15 BLOCO D LOTE 05 SALA,102,61-33751213,,CEILANDIA,72220230,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01089/2009,SES,01/07/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403055078&VEstado=53&VCodMunicipio=530040,5300403055078,53,530040,53ff9bc72a2a7d44711e629c
VIVIANE VIEIRA DUARTE,3391469,,VIVIANE VIEIRA DUARTE,--,FÍSICA,EQNM 0406 BLOCO A SALA,06,(35)17793,,CEILANDIA,72210085,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX-04/2005,SES,06/01/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403391469&VEstado=53&VCodMunicipio=530040,5300403391469,53,530040,53ff9bc82a2a7d44711e629d
VISAO INSTITUTOS OFTALMOLOGICOS,7416520,03056609000332,ISOB INSTITUTO DE SAUDE DE OLHOS BRASILIA S S LTDA,--,JURÍDICA,QNN 20 CONJUNTO P LOTE,56,84278955,,CEILANDIA,72220216,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01575,SES,26/11/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407416520&VEstado=53&VCodMunicipio=530040,5300407416520,53,530040,53ff9bc82a2a7d44711e629e
VIRGINIA MARIA BORGES,3055027,,VIRGINIA MARIA BORGES,--,FÍSICA,EQNP 1317 BLOCO B SOBRELOJA,01,(61)3753883,SETOR P NORTE,CEILANDIA,72241542,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,262/2004,SES,27/04/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103055027&VEstado=53&VCodMunicipio=530040,5300103055027,53,530040,53ff9bc92a2a7d44711e629f
VIDA MEDICAL CENTER,5962420,08856994000154,VIDA CENTRO MEDICO LTDA,--,JURÍDICA,QNM 17 CONJUNTO H LOTE 46,S/N,39671511,,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00140/2008,SES,15/02/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405962420&VEstado=53&VCodMunicipio=530040,5300405962420,53,530040,53ff9bc92a2a7d44711e62a0
VIACAO SATELITE,3551350,38059747000279,VIACAO SATELITE LTDA,--,JURÍDICA,QNP 24 AREA ESPECIAL,02,,,SETOR P SUL,72235450,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00769,SES,24/06/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403551350&VEstado=53&VCodMunicipio=530040,5300403551350,53,530040,53ff9bca2a2a7d44711e62a1
VANER DA SILVA ESPINDOLA,3089096,,VANER DA SILVA ESPINDOLA,--,FÍSICA,QNM 17 CONJUNTO A LOTE,09,(61)3731515,SALA 102,CEILANDIA,72215170,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,IX-243/2009,SES,04/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403089096&VEstado=53&VCodMunicipio=530040,5300403089096,53,530040,53ff9bcb2a2a7d44711e62a2
UPA I CEILANDIA SOL NASCENTE,7465157,00054015001708,UPA I CEILANDIA,--,JURÍDICA,QNN 27 AREA ESPECIAL D,1,34719000,,CEILANDIA,72225270,CEILANDIA - IBGE - 530040,DF,PRONTO ATENDIMENTO,UPA,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407465157&VEstado=53&VCodMunicipio=530040,5300407465157,53,530040,53ff9bcb2a2a7d44711e62a3
UNINEP,6699480,11739121000176,UNINEP UNIDADE DE NEUROLOGIA E PSICOLOGIA LTDA,--,JURÍDICA,QNM 17 CJ H LOTE 58 SALA 203,S/N,61-3202-3269,,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1865/2010,SES,14/09/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406699480&VEstado=53&VCodMunicipio=530040,5300406699480,53,530040,53ff9bcc2a2a7d44711e62a4
UNIDADE CLINICA E CIRURGICA EM OFTALMOLOGIA DO DF,2804441,02605453000177,UNIDADE CLINICA E CIRURGICA EM OFTALMOLOGIA DO DF,--,JURÍDICA,QNM 17 CONJUNTO E LOTE 03 1 ANDAR E SALA 204,204,(61)3372-9044,,CEILANDIA CENTRO,72215170,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,RA IX-00623/07,SES,09/08/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300402804441&VEstado=53&VCodMunicipio=530040,5300402804441,53,530040,53ff9bcc2a2a7d44711e62a5
ULTRA ECOGRAFIA,6252044,10441122000177,ULTRA CLINICA DE IMAGEM LTDA,--,JURÍDICA,QNM 17 CONJUNTO H LOTES,S/N,33710344,SALA 210,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00218/2009,SES,05/03/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406252044&VEstado=53&VCodMunicipio=530040,5300406252044,53,530040,53ff9bcc2a2a7d44711e62a6
UBIRACI GOMES DE ARAUJO,3093085,,UBIRACI GOMES DE ARAUJO,--,FÍSICA,EQNP 16 20 BLOCO B SALAS 08,09,33784276,,CEILANDIA,72220551,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00847/2009,SES,11/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403093085&VEstado=53&VCodMunicipio=530040,5300403093085,53,530040,53ff9bcd2a2a7d44711e62a7
THIAGO DE FREITAS PINTO,5372860,,THIAGO DE FREITAS PINTO,--,FÍSICA,QNN 17 CONJUNTO E LOTE 04 SALA,102,33714861,,NORTE,72225175,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00000,SES,01/01/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405372860&VEstado=53&VCodMunicipio=530040,5300405372860,53,530040,53ff9bce2a2a7d44711e62a8
SUPER ORTO ORTODONTIA,7220995,15680497000103,CLINICA ODONTOLOGICA SUPER ORTO LTDA ME,--,JURÍDICA,QNN 02 CONJUNTO C LOTES,S/N,(61) 3373-9461,SALAS 205 206 E 207,CEILANDIA SUL,72220023,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01018/2012,SES,23/07/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407220995&VEstado=53&VCodMunicipio=530040,5300407220995,53,530040,53ff9bce2a2a7d44711e62a9
STYLE ORTHO,3572358,07303132000131,STYLE ORTHO ASSISTENCIA ODONTOLOGICA LTDA,--,JURÍDICA,QNN 02 CONJUNTO B LOTE,01,(61)33738879,SALAS 101102 E 103,CEILANDIA,72220022,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403572358&VEstado=53&VCodMunicipio=530040,5300403572358,53,530040,53ff9bcf2a2a7d44711e62aa
STILUS,7066252,02469347000294,STILUS ODONTOLOGIA LTDA,--,JURÍDICA,QNM 18 CONJUNTO C LOTE,02,,SALA 103,CEILANDIA NORTE,72210183,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00887/2012,,18/04/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407066252&VEstado=53&VCodMunicipio=530040,5300407066252,53,530040,53ff9bcf2a2a7d44711e62ab
SR CLINICA MEDICA E CIRURGIA,6932886,13360280000190,SR CLINICA MEDICA E CIRURGIA LTDA,--,JURÍDICA,QNN 28,,81631110,CONS CLIN MED TERREO,GUARIROBA,72220284,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,000,SES,19/01/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406932886&VEstado=53&VCodMunicipio=530040,5300406932886,53,530040,53ff9bd02a2a7d44711e62ac
SO RISO CLINICA DENTARIA,5280206,33461575000160,SO RISO CLINICA DENTARIA LTDA,--,JURÍDICA,CNM 01 BLOCO A,110113,33713555,,CEILANDIA,72215501,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405280206&VEstado=53&VCodMunicipio=530040,5300405280206,53,530040,53ff9bd12a2a7d44711e62ad
SIMONE TITO DE OLIVEIRA,3092100,,SIMONE TITO DE OLIVEIRA,--,FÍSICA,CNM 2 BLOCO C LOTE 56,2,(61)3720359,,CEILANDIA CENTRO,72215010,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1160/2002,SES,20/11/2002,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103092100&VEstado=53&VCodMunicipio=530040,5300103092100,53,530040,53ff9bd12a2a7d44711e62ae
SHOPPING DO DENTE,6280323,10411967000110,TEIXEIRA GONCALVES ODONTOLOGIA LTDA,--,JURÍDICA,AV QNO 04 CONJ A LOTE 21 LOJA,02,35850400,,SETOR O,72250401,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406280323&VEstado=53&VCodMunicipio=530040,5300406280323,53,530040,53ff9bd12a2a7d44711e62af
SESC AR DF CENTRO ESPORTIVO DE CEILANDIA,5685230,03288908001021,SESC SERVICO SOCIAL DO COMERCIO ADM REGIONAL DO DF,--,JURÍDICA,QNN 27 AE LOTE B,S/N,61-33799542,,CEILANDIA NORTE,72225270,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,00088/2008,SMS,24/01/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405685230&VEstado=53&VCodMunicipio=530040,5300405685230,53,530040,53ff9bd22a2a7d44711e62b0
SCAN IMAGENS MEDICAS,6854257,08990626000102,SCAN CLINICA DE RADIOLOGIA LTDA,--,JURÍDICA,QNN 28 AREA ESPECIAL C D SETOR DE RADIOLOGIA,S/N,,SALA 01,CEILANDIA,72220283,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00028/2011,SES,17/03/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406854257&VEstado=53&VCodMunicipio=530040,5300406854257,53,530040,53ff9bd32a2a7d44711e62b1
SAU CE,3391450,05241143000109,SAU CE SERVICOS DE ASSITENCIA UROLOGICA COM ESPECIALIDADES,--,JURÍDICA,QNN 28 MOD C A E CONS 231 E 232,S/N,61-3202-3269,HOSP SAO FRANCISCO,CEILANDIA,72220280,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,748/2009,SES,16/07/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403391450&VEstado=53&VCodMunicipio=530040,5300403391450,53,530040,53ff9bd32a2a7d44711e62b2
SATELITE CLINICA,3054993,38012480000183,SATELITE CLINICA DE OLHOS LTDA,--,JURÍDICA,QNM 17 CONJUNTO F LOTE,03,(61)5815959,SLS 101 102 103 106,CEILANDIA,72215170,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,287,SES,18/06/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103054993&VEstado=53&VCodMunicipio=530040,5300103054993,53,530040,53ff9bd42a2a7d44711e62b3
SANTA MONICA GINECOLOGIA,7220960,16902037000145,SANTA MONICA GINECOLOGIA,--,JURÍDICA,QNN 28 AREA ESPECIAL C SALA,225,41416379,PARTE A,CEILANDIA,72220208,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX-439/2012,SES,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407220960&VEstado=53&VCodMunicipio=530040,5300407220960,53,530040,53ff9bd52a2a7d44711e62b4
SANITY CLINICA DE PSICOLOGIA,7035616,15500164000155,LUCIENE PIRES DE ARAUJO LINS ME,--,JURÍDICA,QNM 17 CONJ H LOTE 04 06 SALA,301,,,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407035616&VEstado=53&VCodMunicipio=530040,5300407035616,53,530040,53ff9bd52a2a7d44711e62b5
SABRE ODONTOLOGIA,6600417,,MARCELO SOUZA SALOMAO,--,FÍSICA,QNM 18 CONJUNTO A LOTE 34 SALA 101,34,30450099,SALA 101,CEILANDIA,72210180,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00570/2010,SES,08/06/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406600417&VEstado=53&VCodMunicipio=530040,5300406600417,53,530040,53ff9bd903bfc85571b64e67
CIAB CENTRO INTEGRADO DE ATENDIMENTO DE BRAZLANDIA,3100766,01708461000186,CLINICA BUCAL DE BRAZLANDIA LTDA ME,--,JURÍDICA,QUADRA 04 LOTE,31,3391-1221,1 ANDAR,SETOR NORTE,72710040,BRAZLANDIA - IBGE - 530020,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IV/41/2003,SES,21/02/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300203100766&VEstado=53&VCodMunicipio=530020,5300203100766,53,530020,53ff9bd903bfc85571b64e68
ROG RADIOLOGIA ODONTOLOGICA,6518044,03970302000423,ROG RADIOLOGIA ODONTOLOGICA DO GAMA LTDA,--,JURÍDICA,QNM 18 CONJUNTO D LOTE,02,35563031,SALAS 202 E 204,CEILANDIA,72210184,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406518044&VEstado=53&VCodMunicipio=530040,5300406518044,53,530040,53ff9bd903bfc85571b64e69
S O S DENTES,6607152,11149071000177,CARDOZO E ARCANJO ODONTOLOGIA LTDA,--,JURÍDICA,ST HABIT SOL NASCENTE HORT COMUNITARIA CHAC 4 LT,1,6130371212,,CEILANDIA,72236800,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01389/2010,SES,17/08/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406607152&VEstado=53&VCodMunicipio=530040,5300406607152,53,530040,53ff9bd903bfc85571b64e6a
ROBERTA PRADO SABINO DE FREITAS,3025047,,ROBERTA PRADO SABINO DE FREITAS,--,FÍSICA,QNN 01 CONJUNTO D LOTE 02 SALA,101,(61) 3737034,,CEILANDIA,72220024,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,DUPLA,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,IX-049/2003,SES,31/03/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103025047&VEstado=53&VCodMunicipio=530040,5300103025047,53,530040,53ff9bd903bfc85571b64e6b
ROBSON LUIS DE SOUZA,3080471,,ROBSON LUIS DE SOUZA,--,FÍSICA,EQNO 0406 BLOCO A LOTE,03,(61)5853725,SALA 101,CEILANDIA,72250541,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,IX-224/2003,SES,16/05/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103080471&VEstado=53&VCodMunicipio=530040,5300103080471,53,530040,53ff9bd903bfc85571b64e6c
REUMATO E ENDOCRINO,6600271,10687331000103,RHEUMATO CLINICA DE REUMATOLOGIA LTDA,--,JURÍDICA,QNM 17 CONJUNTO H LOTE 58 SALAS 201 202,S/N,6133710552,EDIFICO CENTER ONE,CEILANDIA NORTE,72215178,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406600271&VEstado=53&VCodMunicipio=530040,5300406600271,53,530040,53ff9bda03bfc85571b64e6d
RENATA SOUSA DUARTE CAVECCHIA,7242948,,RENATA SOUSA DUARTE CAVECCHIA,--,FÍSICA,QNP 20 CONJ A CASA,24,,,CEILANDIA,72233001,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,061/2004,SES,14/04/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300407242948&VEstado=53&VCodMunicipio=530040,5300407242948,53,530040,53ff9bda03bfc85571b64e6e
RICARDO RIBEIRO RESENDE,3040933,,RICARDO RIBEIRO RESENDE,--,FÍSICA,QNM 02 CJ A LOTE,04,(61)373 7457,SALA 202,CEILANDIA,72225010,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1100/2003,SES,10/10/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103040933&VEstado=53&VCodMunicipio=530040,5300103040933,53,530040,53ff9bda03bfc85571b64e6f
REDECOR,3201228,05917171000101,REDECOR CLINICA CARDIOLOGICA LTDA EPP,--,JURÍDICA,QNN 28 A E C BLOCO C SALAS,205,33783716,206 207 208 209 210,CEILANDIA,72220280,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1028,SES,30/04/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403201228&VEstado=53&VCodMunicipio=530040,5300403201228,53,530040,53ff9bda03bfc85571b64e70
REABILIT,3055116,04831556000180,REABILIT ODONTOLOGIA LTDA,--,JURÍDICA,QNM 01 CONJ G LOTE,S/N,(61)3728790,SALAS 109 A 112,CEILANDIA,72215017,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403055116&VEstado=53&VCodMunicipio=530040,5300403055116,53,530040,53ff9bda03bfc85571b64e71
RENATA CALIXTO ALVES,3391442,,RENATA CALIXTO ALVES,--,FÍSICA,EQNN 0810 BLOCO A SOBRELOJA,06,,,CEILANDIA,72220541,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103391442&VEstado=53&VCodMunicipio=530040,5300103391442,53,530040,53ff9bdb03bfc85571b64e72
REGINA MORAIS SILVA BONTEMPO,3089029,,REGINA MORAIS SILVA BONTEMPO,--,FÍSICA,QNP 15 CONJUNTO B CASA 16 LOJA,01,(61)3740631,,CEILANDIA,72241601,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,IX-383/03,SES,22/09/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103089029&VEstado=53&VCodMunicipio=530040,5300103089029,53,530040,53ff9bdb03bfc85571b64e73
RAME ODONTOLOGIA,3517241,07322367000170,CLINICA ODONTOLOGICA MAGALHAES BARBOSA LTDA,--,JURÍDICA,QNM 18 CONJUNTO A LOTE 06 SALAS,101102,(61)3731413,CEILANDIA NORTE,CEILANDIA,72210181,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,252/09,SES,06/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403517241&VEstado=53&VCodMunicipio=530040,5300403517241,53,530040,53ff9bdb03bfc85571b64e74
PSR BOA ESPERANCA,3144542,,POSTO DE SAUDE RURAL BOA ESPERANCA,--,JURÍDICA,NUCLEO RURAL BOA ESPERANCA,1,,A,N R B ESPERANCA,72220120,CEILANDIA - IBGE - 530040,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403144542&VEstado=53&VCodMunicipio=530040,5300403144542,53,530040,53ff9bdb03bfc85571b64e75
RADIOMASTER RADIOLOGIA ODONTOLOGICA,5391296,04558329000204,RADIOMASTER RADIOLOGIA ODONTOLOGICA LTDA,--,JURÍDICA,QNM 01 CONJUNTO G LOTES 01 03 SALAS,S/N,3563-8686,E 212,CEILANDIA,72215017,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00302/2007,SES,15/05/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300405391296&VEstado=53&VCodMunicipio=530040,5300405391296,53,530040,53ff9bdb03bfc85571b64e76
RADIODENT,3474186,01278907000341,RADIODENT CENTRO DE RADIOLOGIA ODONTOLOGICA LTDA,--,JURÍDICA,CNM 02 BLOCO B SALA,110,33725950,ED COSTA AZUL,CENTRO,72210500,CEILANDIA - IBGE - 530040,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1233,SMS,03/09/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403474186&VEstado=53&VCodMunicipio=530040,5300403474186,53,530040,53ff9bdc03bfc85571b64e77
PSICOVIDA,6056555,09722254000198,CLINICA DE PSICOTERAPIA CLAUDIA LIMA,--,JURÍDICA,QNM 01 CONJ B LT 03,S/N,35817346,ED BRUNA,CEILANDIA SUL,72215012,CEILANDIA - IBGE - 530040,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300406056555&VEstado=53&VCodMunicipio=530040,5300406056555,53,530040,53ff9bdc03bfc85571b64e78
PRONTO SOCORRO DE FRATURAS,3025020,01273401000188,HOSPITAL DAS CLINICAS E PRONTO SOCORRO DE FRATURAS,--,JURÍDICA,QNM 17 CONJUNTO H LOTES,1618,(61)34718181,CEILANDIA SUL,CEILANDIA,72215178,CEILANDIA - IBGE - 530040,DF,HOSPITAL GERAL,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,281/2011,SES,03/05/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300403025020&VEstado=53&VCodMunicipio=530040,5300403025020,53,530040,53ff9bdc03bfc85571b64e79
